ID,region,tenure,age,marital,address,income,ed,retire,gender,voice,internet,forward,custcat,churn,event,survival_12m,churn_risk_12m,CLV_12m_AMD,at_risk_12m,survival_m1,survival_m2,survival_m3,survival_m4,survival_m5,survival_m6,survival_m7,survival_m8,survival_m9,survival_m10,survival_m11,survival_m12
231,Zone 1,22,33,Unmarried,9,54,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,0.9365543266276449,0.06344567337235507,14522.079429464284,False,0.9996616529853397,0.997989857592869,0.9949304364049558,0.990720680665439,0.9855973622318281,0.9797573050579095,0.9733578451162259,0.966523825745045,0.9593545272991499,0.9519293196552706,0.9443120385055113,0.9365543266276449
232,Zone 1,28,40,Married,1,47,High school degree,No,Female,No,No,Yes,Plus service,No,0,0.9640411948292285,0.035958805170771546,14702.339388787983,False,0.9998796771852514,0.999182889982327,0.9977739240071115,0.995698537092874,0.9930396745247648,0.9898815202126683,0.9863000453544203,0.9823611786145651,0.9781213126502774,0.9736284581515053,0.9689234750925529,0.9640411948292285
233,Zone 1,71,47,Married,23,142,Did not complete high school,No,Male,No,No,No,E-service,No,0,0.9978613523916446,0.0021386476083553596,14899.931449723379,False,0.9999988736809369,0.9999870632684266,0.9999522056423622,0.9998855392673189,0.9997814587418384,0.9996365656711292,0.9994489701590082,0.9992178169276105,0.9989429648029862,0.9986247672329677,0.9982639197366674,0.9978613523916446
234,Zone 2,7,37,Unmarried,5,57,College degree,No,Male,No,No,No,Basic service,No,0,0.8128981477454456,0.18710185225455445,13590.069452008796,False,0.9971187871161156,0.9874128127587253,0.9733941374340758,0.9569583549730427,0.9392239841286663,0.9208648257711058,0.9022985322883508,0.8837892690924918,0.865505770150794,0.8475556077630337,0.8300062060923467,0.8128981477454456
235,Zone 1,63,29,Unmarried,10,20,Some college,No,Male,Yes,Yes,Yes,Total service,No,0,0.7286968000168381,0.2713031999831619,12863.828046760735,True,0.9934539104343875,0.9749416154410755,0.9508801690769747,0.9245955337141851,0.8976976799267138,0.8710066111926889,0.8449494409801783,0.8197450886558927,0.7954971404860902,0.7722434658180259,0.7499839902132196,0.7286968000168381
236,Zone 2,53,57,Unmarried,25,37,Did not complete high school,No,Male,No,No,Yes,E-service,No,0,0.9978945244268016,0.002105475573198401,14900.097290556278,False,0.9999989008655552,0.999987344059778,0.9999531753767031,0.9998877471523943,0.9997855052928205,0.9996430661645201,0.99945853339706,0.9992310329708486,0.998960398068724,0.9986469528701543,0.9982913620294479,0.9978945244268016
237,Zone 2,50,52,Married,17,36,College degree,No,Male,Yes,No,Yes,Total service,No,0,0.9927249324110434,0.007275067588956574,14872.951855762929,False,0.9999920473494702,0.9999257236221735,0.9997566383671879,0.9994645211588016,0.9990423197767653,0.9984898915151758,0.9978107393120879,0.9970102594061481,0.9960947652895918,0.9950709302135068,0.993945464978373,0.9927249324110434
238,Zone 2,39,31,Married,6,24,College degree,No,Male,No,No,Yes,Total service,No,0,0.9682000863864761,0.031799913613523856,14728.414050864112,False,0.9999032483257326,0.9993248387493545,0.9981314867854921,0.9963493330401898,0.9940422996988286,0.9912791232821065,0.988123724655161,0.9846327179197348,0.9808552947994376,0.9768338827726214,0.9726049986469947,0.9682000863864761
239,Zone 3,16,19,Unmarried,0,21,High school degree,No,Female,No,No,No,Basic service,No,0,0.5901034244175779,0.4098965755824221,11513.409615156224,True,0.9821437870884809,0.9427057850106433,0.898381458745612,0.8544278602408745,0.8125887071603548,0.7734018566825234,0.7369414975251727,0.7030969807624956,0.6716880926746028,0.6425152871126018,0.6153818703444414,0.5901034244175779
240,Zone 3,43,51,Married,15,186,Some college,No,Male,Yes,No,Yes,Total service,No,0,0.9906410614708153,0.00935893852918468,14861.501107673019,False,0.9999879719627301,0.9998927055490884,0.9996577013190286,0.9992608403177299,0.99869705911357,0.9979695277993016,0.9970853870660873,0.9960535846314349,0.9948837350748888,0.9935855075977466,0.9921682983978822,0.9906410614708153
241,Zone 3,44,31,Unmarried,12,30,Did not complete high school,No,Female,No,No,No,Basic service,No,0,0.8284375324934563,0.1715624675065437,13716.37946762093,False,0.9976016930595887,0.9892219088032865,0.9768463161510292,0.9621180909735606,0.9460467049082362,0.9292590418415252,0.9121545251291866,0.8949929346298406,0.8779453926611589,0.8611250900595835,0.8446064630820175,0.8284375324934563
242,Zone 2,72,66,Married,43,96,High school degree,No,Female,Yes,No,Yes,Total service,No,0,0.9998791183464965,0.00012088165350354618,14909.579784877298,False,0.9999999851508827,0.9999997428777779,0.9999987938347256,0.9999965804342263,0.9999925613073591,0.9999862426167647,0.9999771862596981,0.9999650092340349,0.9999493796724839,0.9999300118179345,0.9999066609048174,0.9998791183464965
243,Zone 3,61,76,Unmarried,39,15,Did not complete high school,Yes,Male,No,No,Yes,Plus service,No,0,0.9998868566582844,0.000113143341715638,14909.613275814529,False,0.9999999865174173,0.9999997645355945,0.9999988899182816,0.9999968417367059,0.9999931109883154,0.9999872308972894,0.9999787854139233,0.999967409211739,0.9999527843845806,0.9999346360231272,0.9999127276132546,0.9998868566582844
244,Zone 3,43,21,Married,1,25,Did not complete high school,No,Male,No,Yes,Yes,E-service,Yes,1,0.7858907971057121,0.21410920289428792,13364.767759669412,False,0.9961462276972594,0.9839166791355539,0.9668814653374134,0.9473889841155708,0.9267365685392954,0.9056660435033967,0.8846149653828619,0.8638457259124805,0.8435156281126752,0.8237168943224529,0.8045004886574676,0.7858907971057121
245,Zone 3,24,39,Unmarried,11,49,Some college,No,Female,No,Yes,No,Basic service,No,0,0.6930027042177636,0.30699729578223645,12534.824553447768,True,0.991267164784813,0.9681639778719765,0.9393033249496268,0.9086000283639318,0.8777970781904445,0.8477110361109766,0.8187240413282422,0.7910004241618955,0.7645907529477843,0.7394851185417128,0.7156417196707254,0.6930027042177636
246,Zone 3,64,45,Unmarried,4,38,High school degree,No,Female,Yes,No,Yes,Plus service,Yes,1,0.9113098731454521,0.08869012685454791,14346.463836757166,False,0.9993618158376009,0.9965221197754898,0.9916543303526597,0.985247360550305,0.977706520112366,0.9693379375859602,0.960370241047645,0.9509751357724741,0.9412827794008458,0.9313927594049574,0.9213819015995083,0.9113098731454521
247,Zone 2,64,38,Unmarried,0,29,High school degree,No,Male,No,No,No,E-service,No,0,0.9367426291609422,0.0632573708390578,14523.355857175573,False,0.9996635223537287,0.9979994865716344,0.9949525718390262,0.9907584376753282,0.9856526752501381,0.9798313006905578,0.9734510981913231,0.9666365317325689,0.9594866194701921,0.9520805498755515,0.9444820337749297,0.9367426291609422
248,Zone 1,24,26,Unmarried,7,55,High school degree,No,Female,No,No,No,Basic service,No,0,0.7414837359069066,0.25851626409309336,12978.619758807563,True,0.9941372916442685,0.9771425418677099,0.954724505525695,0.9299918211363174,0.9044940644410723,0.8790422500222103,0.8540722688356421,0.829817458880751,0.8063968113374786,0.7838627993803293,0.7622285333242764,0.7414837359069066
249,Zone 3,33,55,Married,21,64,Some college,No,Female,No,No,Yes,Basic service,No,0,0.9875016072649576,0.012498392735042385,14843.863195947093,False,0.9999805424292861,0.999835636435905,0.9994919388521232,0.9989270371777962,0.9981408281801555,0.9971428331393021,0.9959465623007976,0.9945668629596783,0.993018632412969,0.9913161954591316,0.9894730197398051,0.9875016072649576
250,Zone 2,33,33,Married,12,42,College degree,No,Female,Yes,No,No,E-service,No,0,0.9611566240927006,0.03884337590729936,14684.048295523602,False,0.9998618935364091,0.9990782727289038,0.9975139873782986,0.9952300149677472,0.9923232989401986,0.9888890850099474,0.9850118057338714,0.9807638243418424,0.9762064354396439,0.9713913977069178,0.9663624465228928,0.9611566240927006
251,Zone 1,2,40,Unmarried,9,134,College degree,No,Male,No,Yes,No,Basic service,No,0,0.6799621120368093,0.32003788796319066,12411.449626100843,True,0.9903573159663671,0.9654436629052016,0.9347540273511098,0.9024082627171965,0.8701832933713582,0.8388833242832026,0.8088663599524505,0.7802715242227939,0.7531264185661901,0.7274012105838221,0.7030371575418162,0.6799621120368093
252,Zone 2,42,48,Married,22,82,Did not complete high school,No,Female,No,Yes,Yes,Total service,No,0,0.986434788085175,0.01356521191482496,14837.777557126672,False,0.9999776762324886,0.9998143788940036,0.9994314552377487,0.9988070148417373,0.997943101455782,0.9968516989049335,0.9955486707059523,0.9940509777189771,0.9923753667266181,0.9905377620980202,0.9885530078402376,0.986434788085175
253,Zone 1,52,54,Married,5,153,Post-undergraduate degree,No,Male,Yes,Yes,No,E-service,Yes,1,0.9315937137854913,0.06840628621450873,14488.266510661153,False,0.9996104875780228,0.9977291152424734,0.9943347659728683,0.9897091163341876,0.9841205198865625,0.9777871641424468,0.9708808371295791,0.9635362272461906,0.9558593547359497,0.9479342031639783,0.9398277437780287,0.9315937137854913
254,Zone 1,45,66,Unmarried,43,144,High school degree,No,Female,No,Yes,No,E-service,No,0,0.9988900523203348,0.001109947679665213,14904.988868049413,False,0.9999995919842617,0.9999948125294242,0.9999796694020401,0.9999492382974373,0.9998999076781193,0.9998291237615622,0.9997351323190647,0.9996167763840512,0.9994733455447367,0.9993044645797612,0.9991100108183109,0.9988900523203348
255,Zone 3,3,25,Unmarried,4,22,College degree,No,Male,Yes,Yes,Yes,Total service,Yes,1,0.61954075113108,0.38045924886892,11817.044825502575,True,0.9852466718400842,0.9509732628260371,0.9113069099069533,0.8711992906137378,0.8324619976728206,0.7957569860057311,0.7612745378509933,0.7290003863109502,0.698831633619122,0.6706302129776868,0.6442483542522385,0.61954075113108
256,Zone 2,37,53,Married,16,35,Did not complete high school,No,Female,No,No,Yes,Plus service,No,0,0.995908075055869,0.00409192494413102,14889.934910525837,False,0.9999968604208495,0.999967581642919,0.9998874141900507,0.9997418873321158,0.9995235131958979,0.9992290377152845,0.9988577829939641,0.9984106514641635,0.9978895131435974,0.997296819411598,0.9966353547709923,0.995908075055869
257,Zone 2,28,57,Unmarried,33,82,College degree,No,Female,Yes,Yes,Yes,E-service,Yes,1,0.983719113670027,0.016280886329973043,14822.09962377176,False,0.9999696176193869,0.9997562525905109,0.9992687349797086,0.9984878107965907,0.9974219065488704,0.9960898515091593,0.9945138385933602,0.9927163891685401,0.9907190337603158,0.9885417759359302,0.9862029264599901,0.983719113670027
258,Zone 3,40,63,Married,9,61,Did not complete high school,No,Male,No,No,No,Basic service,No,0,0.98106360497912,0.01893639502087996,14806.533236330335,False,0.9999606959443608,0.9996940887447093,0.9990982000062462,0.9981580505756454,0.9968894469025055,0.9953185998399974,0.993474276429526,0.9913846241725277,0.9890759144531922,0.9865721228160704,0.9838948830338551,0.98106360497912
259,Zone 2,37,33,Unmarried,1,102,High school degree,No,Male,No,Yes,No,Total service,No,0,0.7819270154566673,0.21807298454333268,13331.090525381118,False,0.9959884175926588,0.9833649025608328,0.9658702400245793,0.9459203097193442,0.9248372857908889,0.9033714174483956,0.8819618825450825,0.8608698035122242,0.8402500398660302,0.8201919837083902,0.8007437485245967,0.7819270154566673
260,Zone 3,7,27,Unmarried,5,31,Some college,No,Male,Yes,Yes,Yes,Total service,Yes,1,0.6524856928779104,0.34751430712208964,12145.84422349639,True,0.9882257195737122,0.9592571245820314,0.9245858637862715,0.8887379409413858,0.8535325897983134,0.819727221402951,0.7876151189053566,0.7572730994429446,0.728674251884447,0.70174267288543,0.6763811844405387,0.6524856928779104
261,Zone 1,71,56,Unmarried,23,170,Did not complete high school,No,Female,Yes,No,Yes,Total service,No,0,0.9920439144644041,0.007956085535595903,14869.234940814675,False,0.9999907928960441,0.9999153868449429,0.9997253590966305,0.999399678894078,0.9989318149128452,0.9983226144564358,0.9975767065551655,0.9967006076137679,0.9957016855683677,0.9945875799162726,0.9933658744092503,0.9920439144644041
262,Zone 2,19,46,Unmarried,11,26,High school degree,No,Female,No,Yes,No,Basic service,No,0,0.7576054444078437,0.24239455559215628,13121.053763436332,False,0.9949296795048866,0.9797547758822182,0.9593500134598324,0.9365478930660881,0.9128134986678791,0.8889393181888879,0.8653669479637439,0.8423440444156713,0.8200062615501167,0.7984225112788311,0.7776211126093514,0.7576054444078437
263,Zone 2,61,40,Unmarried,15,85,Some college,No,Female,No,No,Yes,Plus service,No,0,0.9722105962369055,0.027789403763094467,14753.204047253123,False,0.9999236691763098,0.9994515449511816,0.9984562818170792,0.9969478667706895,0.9949733243806256,0.9925871635435334,0.9898419220139411,0.9867852325861798,0.9834592167781784,0.9799007268081761,0.9761418706360905,0.9722105962369055
264,Zone 3,70,53,Married,16,183,High school degree,No,Female,No,No,No,E-service,No,0,0.9974255745043933,0.0025744254956067136,14897.73884470817,False,0.9999984936071115,0.9999832054833544,0.9999390175209192,0.9998557283868555,0.999727126426125,0.9995496814944592,0.9993216409267861,0.9990424376360161,0.99871230020074,0.9983319917318652,0.9979026320037998,0.9974255745043933
265,Zone 2,60,55,Married,13,67,Did not complete high school,No,Female,No,No,No,Basic service,No,0,0.9763336058600964,0.023666394139903568,14778.295166497817,False,0.999942297189309,0.9995710422682657,0.9987686294942872,0.9975314847186362,0.9958909493495492,0.9938877429016585,0.9915630462111641,0.9889553239625339,0.9860993364581215,0.9830260255048099,0.9797627441971443,0.9763336058600964
266,Zone 3,48,45,Married,5,42,Did not complete high school,No,Female,No,No,No,Basic service,No,0,0.9261468422223171,0.07385315777768287,14450.734651959618,False,0.9995500038545009,0.9974271672975615,0.9936532178114049,0.9885615613690119,0.9824562024983075,0.9755789158143877,0.9681171427914234,0.960216038464942,0.9519886482602794,0.9435236571043288,0.9348911432064878,0.9261468422223171
267,Zone 1,8,63,Married,1,31,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,0.992612747483409,0.007387252516591003,14872.341350110357,False,0.9999918459558413,0.9999240521109279,0.9997515590100753,0.9994539601552878,0.9990242799818271,0.9984625321840697,0.9977724005967424,0.9969594629539608,0.996030204571012,0.9949914568283728,0.993850073888148,0.992612747483409
268,Zone 2,58,58,Married,10,96,High school degree,No,Male,No,No,No,Plus service,No,0,0.9951945935070772,0.004805406492922826,14886.19175601745,False,0.9999959382261512,0.9999591938938972,0.9998605226217261,0.9996838068941757,0.9994213318551949,0.9990702859362233,0.9986307404896082,0.9981044720382325,0.9974942557884909,0.996803430829393,0.99603562736146,0.9951945935070772
269,Zone 1,16,24,Married,5,24,Some college,No,Male,No,No,Yes,Plus service,No,0,0.9311924462392401,0.06880755376075987,14485.515828209926,False,0.9996061862616584,0.9977074287233474,0.9942855326244083,0.9896258804856339,0.9839994190097106,0.9776260696637206,0.9706787818467345,0.9632930275256174,0.9555753579530925,0.9476101160210556,0.9394645137634459,0.9311924462392401
270,Zone 2,33,33,Unmarried,4,53,High school degree,No,Female,No,No,No,Basic service,No,0,0.7719741882986413,0.22802581170135872,13245.844548293991,False,0.9955742856860379,0.9819346631333933,0.9632679049776572,0.9421600158435818,0.919993713635683,0.8975385334163266,0.8752362204288101,0.8533435677794821,0.8320084472590601,0.8113125112711521,0.7912962451100771,0.7719741882986413
271,Zone 2,39,25,Unmarried,4,18,Did not complete high school,No,Female,No,No,No,Plus service,No,0,0.8735113190681429,0.12648868093185706,14068.550635063351,False,0.9987173180059282,0.9936707861812633,0.9856549768006893,0.9756352687556193,0.9642911772633109,0.9520868450941881,0.9393429089191142,0.926284447067972,0.9130717063967365,0.8998200133762152,0.8866129574304247,0.8735113190681429
272,Zone 1,62,51,Unmarried,10,43,College degree,No,Male,No,Yes,No,E-service,No,0,0.9427230532566507,0.057276946743349266,14563.616833377948,False,0.999720149343594,0.9982950212182622,0.9956372109540322,0.9919326592271996,0.987380214298411,0.9821503953682256,0.9763823637155319,0.9701883310553635,0.9636587497392849,0.9568668070474744,0.9498720219416924,0.9427230532566507
273,Zone 1,50,34,Unmarried,10,104,Some college,No,Male,Yes,Yes,Yes,Total service,No,0,0.7726552789661061,0.22734472103389392,13251.709249709504,False,0.9956034541488838,0.982034595544685,0.963448881282066,0.9424206499511407,0.9203285633807726,0.8979409235222247,0.8756993690218968,0.8538610413673786,0.8325743292133363,0.811921443209514,0.7919434118233223,0.7726552789661061
274,Zone 2,48,55,Unmarried,31,26,Did not complete high school,No,Male,No,No,No,Basic service,No,0,0.9870285587110381,0.012971441288961882,14841.170081129909,False,0.9999792925674279,0.9998263231242069,0.9994653673811803,0.9988742072141309,0.9980536647100612,0.9970143359486922,0.9957707643419804,0.9943387286858675,0.9927339437707279,0.9909714431220569,0.9890653054840001,0.9870285587110381
275,Zone 3,31,62,Unmarried,5,56,High school degree,No,Female,Yes,No,Yes,Plus service,No,0,0.9680488699684682,0.03195113003153183,14727.47236655376,False,0.9999024340140156,0.9993198639411064,0.9981188501900383,0.9963261967320809,0.994006491802142,0.9912290220405228,0.9880581426147548,0.9845508066186436,0.9807564701183259,0.97671776721394,0.9724713767195144,0.9680488699684682
276,Zone 2,65,33,Married,9,49,High school degree,No,Male,No,No,Yes,E-service,No,0,0.9781377292875685,0.02186227071243152,14789.138501494808,False,0.9999496911601321,0.9996197868490537,0.9988980865556769,0.9977761193673212,0.9962789678898675,0.9944416341245407,0.9923004735356603,0.9898899817301198,0.9872416813837321,0.9843838777055898,0.9813417744429563,0.9781377292875685
277,Zone 1,36,58,Unmarried,34,80,Did not complete high school,No,Female,No,No,No,E-service,No,0,0.9992638017909674,0.0007361982090325903,14906.76999023168,False,0.9999997819053453,0.9999970530389045,0.9999880339341582,0.9999693660213349,0.9999384163651779,0.999893196551526,0.999832236232969,0.999754471100258,0.9996591533752377,0.9995457822807231,0.9994140503378852,0.9992638017909674
278,Zone 1,61,46,Unmarried,5,318,Some college,No,Female,Yes,No,Yes,Plus service,No,0,0.9205649287862689,0.07943507121373106,14411.848268447406,False,0.999483272972087,0.99710081931506,0.9929254117431252,0.9873465457624595,0.9807056864305496,0.9732688414921746,0.9652392176912472,0.9567723041100322,0.9479879331961542,0.9389792158265327,0.9298190583150462,0.9205649287862689
279,Zone 2,48,42,Unmarried,21,35,College degree,No,Male,No,No,Yes,Plus service,No,0,0.9847458531025792,0.015254146897420773,14828.057264845858,False,0.9999727921132103,0.9997788922852268,0.9993316918231149,0.9986107259182898,0.9976218607478253,0.9963812466182155,0.9949086312026975,0.9932244067407081,0.9913482848398759,0.9892987271983078,0.9870927410727048,0.9847458531025792
280,Zone 3,35,45,Unmarried,17,29,Did not complete high school,No,Male,No,No,Yes,Basic service,No,0,0.9329112550047545,0.06708874499524553,14497.282030183433,False,0.9996244390810233,0.9977996965386864,0.994495321558647,0.9899809425068151,0.9845164377898039,0.9783143069818269,0.971542516337376,0.9643331677828819,0.9567905230380497,0.9489973712591763,0.9410198796356172,0.9329112550047545
281,Zone 1,51,28,Unmarried,8,43,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service,No,0,0.6972795315578757,0.3027204684421243,12574.9146861686,True,0.991552106273476,0.9690269771852784,0.9407574732470343,0.9105897791790244,0.8802539515393792,0.8505692746349585,0.8219248945465651,0.7944927954762657,0.7683306636978373,0.7434348429086741,0.719768896725226,0.6972795315578757
282,Zone 2,49,51,Married,5,80,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service,Yes,1,0.9185031818687497,0.08149681813125031,14397.37940499742,False,0.9994573933870086,0.9969759600904058,0.9926491609715904,0.9868879628712115,0.980047879018318,0.9724038686303123,0.9641648829380479,0.9554901242460533,0.9465018256188774,0.9372946332760604,0.9279424088394782,0.9185031818687497
283,Zone 1,35,39,Married,11,30,Some college,No,Female,No,No,Yes,Plus service,Yes,1,0.9818953078559043,0.018104692144095713,14811.432217846066,False,0.9999635999445042,0.9997141087823106,0.9991527783676792,0.9982631180932554,0.997058510691102,0.9955627891707239,0.9938026259992115,0.9918043902911162,0.9895928644327581,0.9871907833339604,0.9846187480039987,0.9818953078559043
284,Zone 1,58,70,Unmarried,2,9,Some college,Yes,Female,No,Yes,No,E-service,No,0,0.9676361684080453,0.03236383159195466,14724.899806351157,False,0.999900195184895,0.9993062144784346,0.99808422053317,0.9962628473337422,0.9939085111013347,0.9910920045579462,0.9878788698183594,0.9843269851375741,0.9804865271165218,0.976400692403676,0.9721066003930585,0.9676361684080453
285,Zone 1,23,35,Married,0,23,High school degree,No,Male,No,No,Yes,Plus service,No,0,0.9483040991817853,0.051695900818214735,14600.686282663703,False,0.999768245185319,0.9985527129225336,0.996243426713496,0.9929837750571264,0.9889397712029185,0.9842585030319124,0.9790625610245027,0.9734523897183286,0.9675100388515481,0.9613026744336318,0.9548855006743454,0.9483040991817853
286,Zone 2,26,39,Married,15,58,College degree,No,Female,No,Yes,Yes,Plus service,No,0,0.9441150787120425,0.05588492128795752,14572.909154031924,False,0.9997325719537148,0.9983609391921764,0.9957914028917677,0.992198932962748,0.9877740486263208,0.9826813870023414,0.977055984664797,0.9710071470127051,0.9646232670378657,0.9579760682809901,0.9511240303319307,0.9441150787120425
287,Zone 1,38,37,Married,1,52,Did not complete high school,No,Female,Yes,No,Yes,Total service,No,0,0.9345894256304177,0.06541057436958231,14508.728958751115,False,0.9996418295019144,0.9978882071043247,0.9946973728873314,0.9903238790974079,0.985016898916328,0.9789817006307766,0.972381364664829,0.9653446685634706,0.9579736010326967,0.9503493974698296,0.9425371709076967,0.9345894256304177
288,Zone 1,35,66,Married,44,14,Some college,Yes,Female,No,No,Yes,Plus service,No,0,0.9999535876015111,4.6412398488904216e-05,14909.897386941537,False,0.999999996287011,0.9999999274651734,0.9999996349707042,0.9999989123875204,0.9999975413473905,0.9999953081020531,0.9999920109502963,0.9999874632919488,0.9999814945163665,0.9999739498040225,0.9999646893929671,0.9999535876015111
289,Zone 2,37,50,Unmarried,9,110,High school degree,No,Female,No,No,Yes,Plus service,No,0,0.9771527377936008,0.02284726220639921,14783.229099127459,False,0.9999457116036315,0.9995934462782554,0.998827966864271,0.9976433948725599,0.9960681816401185,0.9941404247100502,0.9918991016551981,0.9893808708573691,0.9866190232723666,0.9836433070783372,0.9804801045563631,0.9771527377936008
290,Zone 2,48,43,Married,1,60,High school degree,No,Male,No,No,No,E-service,No,0,0.9791281803661239,0.020871819633876076,14795.054019765777,False,0.9999535534752342,0.9996456052921701,0.9989672148074566,0.9979075050673823,0.996488292902098,0.9947415341142101,0.99270097995005,0.9903989630576698,0.9878652274661042,0.985126619547023,0.9822071459444621,0.9791281803661239
291,Zone 3,13,43,Married,1,123,Some college,No,Male,No,Yes,Yes,Total service,No,0,0.9182308242747594,0.08176917572524056,14395.463861673492,False,0.9994539245855348,0.9969592921169939,0.9926123705054478,0.9868269925907577,0.9799605353285855,0.9722891401159545,0.9640225136854752,0.955320344599113,0.9463051787449804,0.9370718611739758,0.9276943761460611,0.9182308242747594
292,Zone 1,72,63,Married,29,15,Post-undergraduate degree,Yes,Male,No,No,Yes,Plus service,No,0,0.9995831508126369,0.0004168491873630664,14908.25483157225,False,0.9999999074610915,0.9999986436023737,0.9999942254187122,0.999984713854531,0.9999684653231597,0.9999441458546177,0.9999106938435097,0.9998672755546758,0.9998132446705557,0.9997481082085627,0.9996714985680284,0.9995831508126369
293,Zone 1,30,27,Unmarried,4,47,College degree,No,Female,No,Yes,No,E-service,Yes,1,0.7637678362534602,0.23623216374653977,13174.822352860961,False,0.9952130508775788,0.9807065306040181,0.9610537309998997,0.9389813855269784,0.9159200215237049,0.8926530069455796,0.8696225653646028,0.8470806897704314,0.8251685803497265,0.8039608370125532,0.7834911604774412,0.7637678362534602
294,Zone 1,24,43,Unmarried,14,138,College degree,No,Female,No,Yes,No,Plus service,No,0,0.9085618442347452,0.09143815576525482,14326.838028139395,False,0.9993231058301153,0.9963412708640659,0.9912616611170123,0.984604164491921,0.9767934014099762,0.9681473628260001,0.9589020340125638,0.9492337071375905,0.9392753816947178,0.9291283639252652,0.918870463376158,0.9085618442347452
295,Zone 2,25,51,Married,20,359,Some college,No,Male,Yes,No,Yes,Total service,No,0,0.9940050484835361,0.005994951516463898,14879.864893201757,False,0.9999941958330187,0.9999438908406701,0.9998124524109511,0.9995814774959823,0.9992433125322734,0.9987962337891529,0.9982418229810083,0.9975835014446078,0.9968256833033114,0.9959732731505108,0.995031363032934,0.9940050484835361
296,Zone 2,50,52,Unmarried,30,214,Some college,No,Male,Yes,Yes,Yes,Total service,No,0,0.9707846244199037,0.029215375580096348,14744.431351100562,False,0.9999166680690155,0.9994076573353248,0.9983431086716552,0.9967384294982414,0.9946464781569923,0.9921267386465407,0.9892357637912144,0.9860243762057709,0.9825372235518207,0.9788131610384502,0.9748858889298064,0.9707846244199037
297,Zone 2,28,40,Unmarried,7,64,Did not complete high school,No,Male,No,No,No,Plus service,No,0,0.9511574682475091,0.04884253175249087,14619.442239841996,False,0.9997910841331843,0.9986776348512264,0.9965408700009764,0.9935039396277602,0.9897166790837312,0.9853143751212327,0.9804111245718485,0.9751012443042383,0.9694623404266517,0.9635583433368261,0.9574420977466671,0.9511574682475091
298,Zone 3,34,51,Unmarried,8,50,College degree,No,Male,Yes,No,No,Basic service,No,0,0.8472371274852519,0.15276287251474807,13865.877594823787,False,0.9981164383159175,0.9912194657804408,0.9807376276362157,0.968020046031897,0.9539401460300309,0.9390613255368152,0.9237546623653747,0.9082694027554553,0.892775385938348,0.8773893202766185,0.8621915613789851,0.8472371274852519
299,Zone 1,48,32,Unmarried,2,88,Some college,No,Male,Yes,Yes,Yes,Total service,No,0,0.667848633112478,0.332151366887522,12295.304227748979,True,0.9894546238641526,0.9627938512511395,0.9303699894212862,0.8964867382546762,0.8629447498218764,0.8305311410144374,0.7995777210839703,0.7701976804940789,0.7423956010877437,0.7161220108130028,0.6913016674203833,0.667848633112478
300,Zone 2,42,36,Married,8,86,High school degree,No,Female,No,No,No,E-service,No,0,0.9806658926405829,0.019334107359417096,14804.183255986027,False,0.999959272083691,0.9996843409359019,0.9990717339216016,0.9981072487597367,0.9968078854536464,0.9952010118361094,0.9933164070347987,0.9911830735257998,0.9888279956114384,0.9862757407318985,0.9835484337964221,0.9806658926405829
301,Zone 3,67,65,Married,30,17,Did not complete high school,Yes,Female,No,No,Yes,Plus service,No,0,0.9996972320092528,0.0003027679907472436,14908.773446876088,False,0.9999999425719064,0.9999991200831805,0.9999961560221788,0.99998963716577,0.9999783183278125,0.9999611537189073,0.9999372832381238,0.9999060081578044,0.9998667664596869,0.9998191108067196,0.9997626897527971,0.9996972320092528
302,Zone 1,17,41,Married,7,25,High school degree,No,Male,No,Yes,Yes,Plus service,No,0,0.9173771881732309,0.08262281182676912,14389.453760143486,False,0.9994429765007568,0.9969067875328151,0.9924966111843228,0.9866353073763636,0.9796861061358287,0.9719288534308579,0.9635756187607344,0.9547876082543584,0.9456883417600427,0.9363732814998723,0.9269167907573954,0.9173771881732309
303,Zone 1,29,38,Married,19,46,High school degree,No,Male,No,No,No,E-service,No,0,0.9933965938716421,0.006603406128357858,14876.591604851998,False,0.9999932092103948,0.9999354666912691,0.9997864249106373,0.9995267198636573,0.9991489193767591,0.9986520028216855,0.9980384308795025,0.997312540389185,0.9964796333201622,0.9955454460611317,0.9945158356524779,0.9933965938716421
304,Zone 3,66,61,Unmarried,26,361,Did not complete high school,No,Female,No,No,No,E-service,No,0,0.9986728536679096,0.001327146332090412,14903.937690675451,False,0.9999994629398581,0.9999933546465228,0.999974363327573,0.999936699185971,0.9998762527895191,0.9997902161211623,0.9996767389420672,0.9995346710155164,0.9993633752665344,0.9991625925589623,0.9989323430755245,0.9986728536679096
305,Zone 2,1,21,Unmarried,1,18,Some college,No,Female,No,Yes,No,Basic service,Yes,1,0.3753278430193477,0.6246721569806524,8969.269121371653,True,0.9399794022482858,0.8490376502628283,0.7663248488474244,0.6949843463209666,0.6337832530443731,0.5810229256949656,0.5352041756751701,0.49511020685365115,0.4597725927260401,0.4284209540791347,0.40043864457409456,0.3753278430193477
